QuestionID,uid,AnswerID,Upvotes,Downvotes,Ratings,Comments,IsBest
1005070600001,5FC6V3A7SWVXMIT4TO4V2HHE4M,__ANhfxPx1p4jhZFIEW3wCYE2EUxHrIhd_6BKRpJcA_H,157,18,5,3,true
1005070600001,B3ZECQCT5HOQD45ZAP2CUMHS7I,OqGdDwVPx1rWuakpDTcN5vNVfCum2zWp7u-se7ej5ERJ,0,2,0,0,false
1005070600001,7SYKA7RTNNG5TGYHYPNNN4EGGE,qVy8XABPx1ocaR5Hm63TqLKGxzvAnQ4KwjA6b_6nUd_p,0,2,0,0,false
1005070600001,DY7VLSFUTBZQY4ST3PAXGSNQ5A,SHwNzBpPx1oAiPiXCeMiULUPx5z_Mjuf5Kz4NG691YbE,5,3,0,0,false
1005070600001,KLZWTIVANKPABMNI3SAR7D6BZI,jMbD2YxPx1pdyxACSDUU50u12hrBsK3ZXOsDHhBIOc7n,0,1,0,0,false
1005070600001,,G3jC2NZPx1o3IOGgyWxPQCObS4dZcKLftRCoTwhUZs0_,0,2,0,0,false
1005070600001,E5DIUBWA7ITOE3H24B6DXVAQVM,9aWozexPx1rn6aY8oT5SLtk_kJbZEplTMkzV9jAeN3Um,0,1,0,0,false
1005070600001,7MAX2TI4SDOZKKORKJAR2RJ57I,5KC3mD5Px1ptwi-GyCdQZ5FhT_1E2tibk9B7oL3Ti2J6,0,1,0,0,false
1005070600001,AZ7MS33CE53XB2X2RKIMRWQDA4,BVubth5Px1qFpdYmAPcznZbioipVemj4Hf4zzYvT8kk9,3,1,0,0,false
1005070600001,,GLTIZd5Px1rLBfYobmzfdbM3ITdLn2xFmaERpvWnwHGb,1,0,0,0,false
1005070600001,RJZKK5J3MIBX253LJA6Q5W6P2E,mFVmsWpPx1pw4oqWFcrJI520gUGFSQ6r7RA1aQJ3SxyV,0,0,0,0,false
1005070600001,HC5GWIUYNOLHH356VGDOLW2E4U,Eu2DN2xPx1oHu_YTAcbRnxthC1eTShQUPFHrkxzGiuRv,0,0,0,0,false
1005070600001,AIX4W6YLHBT4WNICQKN3AXPMZ4,tW7_TbVPx1oCtAfCeeanXUuZsNwzahDMWjZEP-2e85Y2,0,0,0,0,false
1005070600001,IXWRHFEKKOSKSJ7U52NLMPZSXY,GDswXA9Px1qWgsbvISW19FiuKZKvWMHBhWOQ2BDhwt_a,1,0,0,0,false
1005070600001,FDMZFM6YAGXDGUIPQ6TXFB7TNM,O9hM-OpPx1qmjGrihUsGBrYbZziWzS32cOpsw4WVZAc_,0,0,0,0,false
1005070700003,JTMEV3JI25O43LQEUVWP32OYCQ,Mice5C9Px1p5gqxER7t0aiWfaL7YED7Yd71qqEYErZGZ,132,22,4,0,true
1005070700003,C3QQBTFDQEKNQR5LGGX65IQCFE,xRNMKWdPx1r9GVSqEeiuBsSJngvreJl9ytbWmkprsgmU,0,0,0,0,false
1005070700003,QD7G7ZCPJBWLSRWARAHOZLZAKA,z_qQS3FPx1oSXkwHJKjng7hF-A0uI59UsVm0sRnv7-MQ,0,0,0,0,false
1005070700003,UNUS4R4J7W7HIU5NNAPOEBCY4U,-Sg0V41Px1ptAEFDC0Gs4VdKjUJiD10D-Z2B4OX7zRzY,0,1,0,0,false
1005070700003,GHLFVUOHF5JE4LH2VLMLV4M4TQ,CoyxjaJPx1pXm4XRxjOSJ0aTfthn2-0f3OlkVdDec4YU,0,0,0,0,false
1005070700003,MYZY6OZSXLXDWHAGKYGDLXHODU,YutFzfxPx1rjTKF-847Y8bLflLDAYMjfbI6OoVJmpjfh,1,1,0,0,false
1005071100001,BL5EFMU7UIY7QB2TUCUZB2NM3U,O_adYFpPx1q5e_8x_iZpe3nJf1F4waZ9-3GtJ9YfI4eQ,67,9,5,0,true
1005071100001,G2V2SKCTIZFCPFFFXO42LRNG2A,jmRinfNPx1rSK3mdPjQ0hXx7u-tgCfbbGGYXPuL3enVE,1,0,0,0,false
1005071100001,II7T5AL57IAFDTCE2OV4G4B7D4,eIrIdn9Px1pEveJcQmmMKLNDkYUI4TgPEcC7wEjz69X8,0,0,0,0,false
1005071200001,BL5EFMU7UIY7QB2TUCUZB2NM3U,6_NsXlVPx1qlbhGT2t8y6kipK81iqr0ecoYc4yDoYwlT,93,26,3,0,true
1005071200001,J5A7ZT562SAPTWENXRVWMVHN7U,REB4DVhPx1pkbvXijUD94iAGsWUHBMygsarnXjuC4TGn,0,0,0,0,false
1005071200001,QGRETTC5I7BX5E4PWBIDWCB7AE,fkOjxvpPx1qnc0SOGc-0lCsJgV9ISHLSX3B-a3z1UfEP,0,0,0,0,false
1005071200001,JFTI3GYB2XCWJSKHMCNBWA2RQ4,UCQo4HJPx1qwrZlJy48kVzcgagU3Mque7KrMUfxIOhR3,0,0,0,0,false
1005071200001,5FC6V3A7SWVXMIT4TO4V2HHE4M,LUfcb-dPx1rSDLnb0LWLWTnvGuQl_yODBtCmNUVpjtrl,10,3,0,0,false
1005071200012,VNMHRIO7W2IKKVCTTH4W7RA6OU,qD_sBpFPx1qUn-1hGwOdTHSiUOGFdp1r2fbdpeBcbQuT,47,33,1,0,true
1005072700001,5FC6V3A7SWVXMIT4TO4V2HHE4M,jPkP_l9Px1qE0XLd7dOSRiME1fvVAq5u25meC5TV2t5X,64,16,5,0,true
1005071500001,VNMHRIO7W2IKKVCTTH4W7RA6OU,V3mKHhFPx1pjgpF4nuaCHfOEaAfJjM5ihitHWSXPQEP9,43,11,5,0,true
1005080300002,7UTBOY7NINDLIAZEY5CTV6P5LI,_BRwRnZPx1rXDceRVUQmJKp4dS_HFlJDbZiRYOS_uyF5,20,7,4,0,true
1005080500004,7UTBOY7NINDLIAZEY5CTV6P5LI,EbBBpjNPx1pBxLCWEyr6PBKNBDNM6s13fFkHRxpAp0F5,48,6,5,1,true
1005080900001,VNRYAJIAJNZYYOEDBFFYG6J53E,3fzigvBPx1qsU-H7EDlSUgK0AM-MsFEZSFpyCBe6LNMU,24,3,3,0,true
1005080900001,JTMEV3JI25O43LQEUVWP32OYCQ,BPkQCuZPx1odgctkMJYGrdm4sK-mKgco4eXXYdipd3Z4,5,1,0,0,false
1005080900002,ZRM5NYDFRY2BMZTPQ72P4BJEA4,TGMf6RhPx1r8MWtxA2ZUH-VDA4MrLfcLyv3HxI8TSxEZ,6,2,0,0,true
1005080900004,VNRYAJIAJNZYYOEDBFFYG6J53E,vrtlPOhPx1odoOOPKPNKqj-ypjlAjl3v0AF1bfzKBOcO,37,2,4,0,true
1005080900004,B6S6OXH6ABJO2ZNAP2JK7LE4UA,ce2OLkFPx1ovK27axg3puF4eKVgdQhiKuxwn5bmKC2QA,0,0,0,0,false
1005080900004,KL64UYV666IQQDV5PUKAAO4TFU,vGe6WSRPx1qGm0OoSmoB1L0H8AwPexiVPZxjUZbNrqj0,0,0,0,0,false
1005081100002,VNRYAJIAJNZYYOEDBFFYG6J53E,CqCbQ35Px1oPykngburSeUQ2UV4Wsn9EsX-HSz-Alnsw,12,6,4,0,true
1005081100002,TYZJ2YSAXVAHZAM7IOJMBSDLBU,JmWgr81Px1o7Gq7o_XkblhMS7LJnWMdq_7vaYL77t4w6,0,0,0,0,false
1005081100003,A5BYLUI6KD7OHA43CF7LIWC2DA,BnXUeWlPx1qcVqbcnFyFWICoa46g87-l5l_DcoK5rm8u,6,0,1,0,true
1005081100003,VNRYAJIAJNZYYOEDBFFYG6J53E,Rbb_etZPx1rCuEctowM2kVhZDaqoTs1hXIGt_HW25zNQ,0,0,0,0,false
1005081100004,JTMEV3JI25O43LQEUVWP32OYCQ,ZwkMQetPx1omkydWy2U_H07p7h1fEkJ5N_K7-ELTmB07,12,2,3,0,true
1005081200001,EVATUQO63L5JUROM6IRIVOFMTA,DcnAoGlPx1oQkB43l4aUdfRKtBIDp9EXO23HvV9t04WA,12,2,4,1,true
1005081200001,XKATXYONJNRGQWTZVIXBRBTEWI,ppONzaBPx1o6qnZ9ZENW1DJ2nVoEJC6lJQL2wCKEEoqt,0,0,0,0,false
1005081200005,ELCMMGRKHU22DCLFIABA47ACV4,R97DIklPx1pM0ntLPCwBEuWJak0_s7uSJmEMG7tbNHhJ,69,1,5,0,true
1005081200005,QXB5SUQHFUKPAWTRFCJCXAMXCA,_DY7chNPx1pjR8vnnVgv2HtLDGJ6wz9KVCOJ4WicPX_N,1,0,0,0,false
1005081200006,5A5KKEGZU4RSFRCH65JCIVM4VI,d_5X_OJPx1qB8wbs_lCUgb4Ms_jGEohtcEiAUFGPMiLe,17,12,2,0,true
1005081200009,TYZJ2YSAXVAHZAM7IOJMBSDLBU,_ma1uZNPx1rpj36BarY1GXvZ39GVRzG8ttlxG-yKIghg,17,4,5,0,true
1005081300004,VNRYAJIAJNZYYOEDBFFYG6J53E,d4oIrt5Px1p7DNBBETHLUs5kD0PicrAS35DB1m290-_q,22,3,3,0,true
1005081300005,VNMHRIO7W2IKKVCTTH4W7RA6OU,X8LSK4VPx1oXIdlCGUtXAVhc15sAmW-nuDpQLRXuKV21,47,22,5,0,true
1005081300005,75E5PDQIIIPIPG55WSPV3YLNO4,8k6kcDRPx1qm8vBcDY0SMXNXP0m5w1rV0ZfvpZ-o6zGK,0,0,0,0,false
1005081300005,UUZDK7R3ZG36L5ASNAXI2EPM6U,Z7KX-6ZPx1pb9TEo8qXmixhc51qoDSf0qtjVuF6uVE_0,0,0,0,0,false
1005081500010,VNMHRIO7W2IKKVCTTH4W7RA6OU,_pKc0b1Px1o40PvMc17aAJLDteIk7EPU14lSC66KzwHu,18,5,4,0,true
1005081600002,NHW5JOY6ZK2NAXDGFXY7B5JHYY,BBs350RPx1oA17RVy26UuAAe0Jhz5WVFPcBZGpQ3XxLM,15,2,3,0,true
1005081600005,ZFUUX3TLTUWBS7XCNZGQUZHIZQ,_aA6QPtPx1ra0NCWCawGPOaVqcSB0AcV_RbssFDHUf2-,35,11,5,0,true
1005081700010,XVM4SEPECPWO7IWUO6KILWUXZM,DQ_7RVlPx1ph56GYutit6ilCGxXzjXxDHK_xGHp1ehwn,47,15,4,0,true
1005081700011,7UTBOY7NINDLIAZEY5CTV6P5LI,W6ejL3BPx1ppwDsMRlJqpR_GVMfxWEEY0L0tQsM4h6dy,28,3,5,0,true
1005081700011,3NPZTTASQTUBCGEIXKGM7BRSNQ,5hL5BcRPx1qAS_TIlKyYy-xof31h8GzW3rCGd9LprrZF,0,0,0,0,false
1005081700011,23PZJSNQHG6JFRGTD2ASQOATXQ,fUnsmT9Px1qmeXuloLVtQhOxvVT6mcLJ203JMlDM5lgi,0,0,0,0,false
1005081700015,JTMEV3JI25O43LQEUVWP32OYCQ,E8GQs-tPx1rRvag-D5GAwEjcQreKjVi5EboESwaaal1B,54,34,5,0,true
1005081900001,XVM4SEPECPWO7IWUO6KILWUXZM,uV5yRxBPx1p3S0qG_fEN_D8xfYX4cfjzNE8HF6cg49-i,19,2,4,0,true
1005081900006,A5BYLUI6KD7OHA43CF7LIWC2DA,KNXnaqBPx1ozAX7BlLO-iaH6IfOkngesHqf2qpVSZuTm,16,2,4,0,true
1005082000003,YGLTZCDUQHFJZFADKHACL4F3NU,MJPJbSdPx1oLJS08Q47pZB68a2vdWKqPx6mNSmhLGwlc,26,22,2,0,true
1005082000003,BEJ5Y4WTUSOZM4M74Z26XVZUSE,yo4lzDJPx1pIlSOBL8GILLTo2WahK_RLppKcBIzp0YL2,11,3,0,1,false
1005082000008,QUDQVWWQUIAT2CDYPXVYGUXTMA,sg37_-BPx1qgS_vBCUeZ3n6kBmMRVA5PTAGjUWETiUR-,63,17,0,0,true
1005082000008,EVATUQO63L5JUROM6IRIVOFMTA,o1a0YqRPx1q-bbnLpoRDx_QYzRzQz81Xsp9xGIdeogpi,26,1,0,0,false
1005082100005,QUDQVWWQUIAT2CDYPXVYGUXTMA,W0k1E1RPx1qkFFM8VkIWW-NV-hOwa4mlesstQEk2bRKH,19,5,4,0,true
1005082200002,TMQULWCGXME6OFELNZI3327RWI,y7tIHbRPx1ptOzmDe3ZdGSrNtEXKVEOgtqIjH5VIcvMU,17,5,4,0,true
1005082200002,YXDDBU24DGYN262HNRX7L265CU,bqsl0KlPx1qm3ceK9bc-ALG2CWXieQ1EtpdBJGB5sSEl,0,1,0,0,false
1005082200002,XVM4SEPECPWO7IWUO6KILWUXZM,H0ea2QdPx1o1zTY3SY39prm49DREc_8EfX2JXzFN0EzO,0,1,0,0,false
1005082200004,JTMEV3JI25O43LQEUVWP32OYCQ,_944fj1Px1plAslJ_6sX5pqMuyhvC84VEsDKTNbXScfG,21,2,4,0,true
1005082200004,A5BYLUI6KD7OHA43CF7LIWC2DA,Rdl9leJPx1rJGknvYmma0T9t50Unc5PKMZ0x1gofYQvH,7,0,0,0,false
1005082200011,X5I3ZOL7OBIRCHNLDLR3J23TVQ,hlxlw21Px1qx3-KdAqA4DZ4unCNd5RSqm_AWzkX4zbmr,516,38,4,0,true
1005082200011,DI2LHX5HSNWWMQ4XVVGYAIHNFI,BUCVOL9Px1r3DutRFz4zPiKGqH7ajvaxmTjt3nQsCS5r,0,0,0,0,false
1005082200011,V72AQ4B5L7TKQN7APTBEMH3L54,0rR52kBPx1p2CoONfws_NPyKpw70Qrd68SIrWFMf9uhR,0,0,0,0,false
1005082200012,VEZ2W4FLOYBEHZJTLNB3KNASME,OGvLnhVPx1rpnDzDD1zAHDNmbCLSRrrCmZwqaoePFtsO,28,3,4,0,true
1005082200012,F5GMNS5EK7VBIEXZ3VVJNMGCBQ,Thh_EvRPx1qWpdy4ELh_cbky59-JgoNdHOLJsVzbGpog,0,0,0,0,false
1005082200016,JF2URSIC6V7FP3WIEZW3G6FOAI,GMIc1wxPx1rZYC8T3eXq8wFc8tMchr1-grPw1qhdI0fV,42,2,3,0,true
1005082200016,D73NBTHOSWE4I5FREMY63B6LNA,LyPVo8tPx1rlrnAmX7ZbwjpCFdMgj9ytXSdX8M2o6BAs,0,0,0,0,false
1005082200016,WBSHC4GMJW2OOD4FC7JCJMN344,zwS02VZPx1ocmUFGrtQf5gfGy6JsUPOXBgRvtgu6eB6p,0,0,0,0,false
1005082300006,D7OA22Y4KJRCDFWH2AFVVKORA4,LQOEbotPx1qSnn3KdpBxkwAiXtvih_lqn_bXMPm7JW06,33,4,4,0,true
1005082300018,X5I3ZOL7OBIRCHNLDLR3J23TVQ,KVrnF9xPx1rWjQfOF2X3kdOHPkIrZ5PidKRZtwrVltRn,22,2,4,0,true
1005082400010,EVATUQO63L5JUROM6IRIVOFMTA,oNyzZBBPx1rvZIDUedRqeSm9n_SOLRrUhENuAn7uC3_v,19,6,0,0,true
1005082400023,PAXAKCDUOVCZON4VFHZZBUB3UE,lgi1Ix5Px1oizJx54DVghmanTclcXIT5-2trAKP1X0zJ,32,6,5,0,true
1005082400024,C73NFK4NWZW7BII2747T36WIEE,_2RFEHVPx1pV7YUPCScKDI9ri-TywvTAiRnMLqEteavj,36,14,3,0,true
1005082500008,GRNFCAZ2V4CGYTEBFWJLYBTALM,ylYFhmVPx1odPcyY4qa2Y-nVlO6UK6X9hOrFa6YYBZC7,14,3,0,0,true
1005082500011,QUDQVWWQUIAT2CDYPXVYGUXTMA,9h1nVkRPx1qRTmdHyjHmt3TcpX0guBZwz30BdMXG_7w1,14,4,0,0,true
1005082500011,4QOYFK4A7CXO6A2LZ2GDU3UEGA,6QJIuehPx1qCatxllSe9dgS68IjHOq9PS_OKFMvZ_Hkf,1,0,0,0,false
1005082500011,KMZAY7GPNRY4MJKCRIBTGSDX3A,z1NRaHVPx1qgRjj03W8SVRyP1q38MVbBfmd07RpNACno,0,0,0,0,false
1005082500015,EJT4KTBTY4Z6OHPXAZSSCNTWSU,qCgLDKtPx1oN6CiruwW99XHhdKVXDbH0Av9GX3lUPsRc,19,4,5,0,true
1005082500015,XVM4SEPECPWO7IWUO6KILWUXZM,tXeyLCFPx1pfYTx_d_1bS-4PJGnxP1C2fPd7ay-zXaV3,0,0,0,0,false
1005082500015,TEUXRAYTMZO2VTBERUR2FYSP6E,lT5n_gZPx1r1Xqk1t5coAV-cr3qjUNDhdjRu-7wCtnUO,0,0,0,0,false
1005082500015,QUDQVWWQUIAT2CDYPXVYGUXTMA,Qw1fKW5Px1onEzxxjBLdsIwlDZ54UH8fCWhb64xAJtUO,2,1,0,0,false
1005082500015,A5BYLUI6KD7OHA43CF7LIWC2DA,czJPaoxPx1q2dm8fW5-hG5ywTlub_lmpOnLjspVqaQlf,1,1,0,0,false
1005082500018,ELCMMGRKHU22DCLFIABA47ACV4,1HJyEMtPx1oW7_Ilq8Bl-SsKtsLpede0lz0doUi95P_m,15,7,3,1,true
1005082500022,VMEAKPMWLZAJKROTFF27O6U4RE,Lfy5tRpPx1pZkaho7s8N6Ly8t3omiW0tiYDNjxiz8gfO,14,6,4,0,true
1005082600013,QUDQVWWQUIAT2CDYPXVYGUXTMA,3k2kp3RPx1rMMITmojvpEFrOOo4Och-Fq7ecLNpfuMV3,38,15,4,0,true
1005082600013,C3TXUACZRQQS3O6YIOIBDZBKOU,pj3_OkhPx1oheMOk-LVGGPhDvZ4uFJ83CrvUG_m8P-ac,0,0,0,0,false
